clip_id,track_number,title,artist,album,segmentStart,segmentEnd
12752,3,englishsuiteno2inaminorallemande,janinejohnson,jsbachworksforharpsichord,88,117
12754,3,englishsuiteno2inaminorallemande,janinejohnson,jsbachworksforharpsichord,146,175
12756,3,englishsuiteno2inaminorallemande,janinejohnson,jsbachworksforharpsichord,204,233
12758,3,entreetresgayedestroubadoursairtresgaygavottemenuetrameaulespaladins,philharmoniabaroque,rameauandleclair,30,59
12760,3,entreetresgayedestroubadoursairtresgaygavottemenuetrameaulespaladins,philharmoniabaroque,rameauandleclair,88,117
12762,3,entreetresgayedestroubadoursairtresgaygavottemenuetrameaulespaladins,philharmoniabaroque,rameauandleclair,146,175
12764,3,entreetresgayedestroubadoursairtresgaygavottemenuetrameaulespaladins,philharmoniabaroque,rameauandleclair,204,233
12766,3,entreetresgayedestroubadoursairtresgaygavottemenuetrameaulespaladins,philharmoniabaroque,rameauandleclair,262,291
12767,3,entreetresgayedestroubadoursairtresgaygavottemenuetrameaulespaladins,philharmoniabaroque,rameauandleclair,291,320
12768,3,entreetresgayedestroubadoursairtresgaygavottemenuetrameaulespaladins,philharmoniabaroque,rameauandleclair,320,349
12769,3,entreetresgayedestroubadoursairtresgaygavottemenuetrameaulespaladins,philharmoniabaroque,rameauandleclair,349,378
12774,3,erase,thekokoon,erase,117,146
12775,3,erase,thekokoon,erase,146,175
12777,3,erase,thekokoon,erase,204,233
12778,3,erase,thekokoon,erase,233,262
12780,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,0,29
12782,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,59,88
12784,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,117,146
12785,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,146,175
12786,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,175,204
12787,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,204,233
12788,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,233,262
12791,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,320,349
12793,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,378,407
12795,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,436,465
12796,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,465,494
12798,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,523,552
12800,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,581,610
12804,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,697,726
12805,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,726,755
12806,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,755,784
12808,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,813,842
12809,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,842,871
12811,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,900,929
12812,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,929,958
12814,3,eroica3rdand4th,philharmoniabaroque,beethovensymphoniesno3eroicaandno8,987,1016
12817,3,estampiereallaseste,dufaycollective,alestampida,0,29
12818,3,estampiereallaseste,dufaycollective,alestampida,30,59
12819,3,estampiereallaseste,dufaycollective,alestampida,59,88
12820,3,estampiereallaseste,dufaycollective,alestampida,88,117
12821,3,estampiereallaseste,dufaycollective,alestampida,117,146
12825,3,etinunumdominum,americanbachsoloists,jsbachmassinbminorcd2,30,59
12826,3,etinunumdominum,americanbachsoloists,jsbachmassinbminorcd2,59,88
12827,3,etinunumdominum,americanbachsoloists,jsbachmassinbminorcd2,88,117
12829,3,etinunumdominum,americanbachsoloists,jsbachmassinbminorcd2,146,175
12830,3,etinunumdominum,americanbachsoloists,jsbachmassinbminorcd2,175,204
12831,3,etinunumdominum,americanbachsoloists,jsbachmassinbminorcd2,204,233
12835,3,etchedinwater,justinbianco,forge,59,88
12837,3,etchedinwater,justinbianco,forge,117,146
12841,3,eveningsong,richardsavino,mertzbardicsounds,88,117
12842,3,eveningsong,richardsavino,mertzbardicsounds,117,146
12843,3,eveningsong,richardsavino,mertzbardicsounds,146,175
12844,3,eveningsong,richardsavino,mertzbardicsounds,175,204
12846,3,eventhorizon,jamiejanover,nowcenteroftime,0,29
12850,3,eventhorizon,jamiejanover,nowcenteroftime,117,146
12852,3,eventhorizon,jamiejanover,nowcenteroftime,175,204
12854,3,eventhorizon,jamiejanover,nowcenteroftime,233,262
12857,3,eventhorizon,jamiejanover,nowcenteroftime,320,349
12858,3,eventhorizon,jamiejanover,nowcenteroftime,349,378
12859,3,eventhorizon,jamiejanover,nowcenteroftime,378,407
12860,3,eventhorizon,jamiejanover,nowcenteroftime,407,436
12861,3,everytime,thewestexit,nocturne,0,29
12864,3,everytime,thewestexit,nocturne,88,117
12866,3,everytime,thewestexit,nocturne,146,175
12869,3,everytime,thewestexit,nocturne,233,262
12873,3,extraordinaire,chrisjuergensen,prospects,59,88
12874,3,extraordinaire,chrisjuergensen,prospects,88,117
12875,3,extraordinaire,chrisjuergensen,prospects,117,146
12882,3,extraordinaire,chrisjuergensen,prospects,320,349
12883,3,extraordinaire,chrisjuergensen,prospects,349,378
12884,3,fade,atomicopera,penguindust,0,29
12890,3,fallengods,rapoon,fallengods,0,29
12891,3,fallengods,rapoon,fallengods,30,59
12893,3,fallengods,rapoon,fallengods,88,117
12895,3,fallengods,rapoon,fallengods,146,175
12896,3,fallengods,rapoon,fallengods,175,204
12897,3,fallengods,rapoon,fallengods,204,233
12898,3,fallengods,rapoon,fallengods,233,262
12900,3,fallengods,rapoon,fallengods,291,320
12901,3,fallengods,rapoon,fallengods,320,349
12902,3,fallengods,rapoon,fallengods,349,378
12903,3,fallengods,rapoon,fallengods,378,407
12904,3,fallengods,rapoon,fallengods,407,436
12905,3,fallengods,rapoon,fallengods,436,465
12906,3,fallengods,rapoon,fallengods,465,494
12907,3,fallengods,rapoon,fallengods,494,523
12908,3,fallengods,rapoon,fallengods,523,552
12909,3,fallengods,rapoon,fallengods,552,581
12910,3,fallengods,rapoon,fallengods,581,610
12911,3,fallengods,rapoon,fallengods,610,639
12913,3,fantasia3,edmartin,luismilanelmaestro,0,29
12916,3,fantasia3,edmartin,luismilanelmaestro,88,117
12917,3,fantasia3,edmartin,luismilanelmaestro,117,146
12918,3,fantasia3,edmartin,luismilanelmaestro,146,175
12919,3,fantasia3,edmartin,luismilanelmaestro,175,204
12920,3,fantasia3,edmartin,luismilanelmaestro,204,233
12923,3,fantasia8damilano,jacobheringman,sienalutebook,30,59
12925,3,fantasia8damilano,jacobheringman,sienalutebook,88,117
12928,3,fantasia8damilano,jacobheringman,sienalutebook,175,204
12931,3,fantasiaiii,phantasm,orlandogibbonsconsortsforviols,30,59
12933,3,fantasiaiii,phantasm,orlandogibbonsconsortsforviols,88,117
12934,3,fantasiaiii,phantasm,orlandogibbonsconsortsforviols,117,146
12939,3,fantasy2inc,phantasm,johnjenkinssixpartconsorts,59,88
12940,3,fantasy2inc,phantasm,johnjenkinssixpartconsorts,88,117
12942,3,fantasy2inc,phantasm,johnjenkinssixpartconsorts,146,175
12943,3,feedmeanger,mandrakeroot,theseventhmirror,0,29
12944,3,feedmeanger,mandrakeroot,theseventhmirror,30,59
12945,3,feedmeanger,mandrakeroot,theseventhmirror,59,88
12947,3,feedmeanger,mandrakeroot,theseventhmirror,117,146
12951,3,feedmeanger,mandrakeroot,theseventhmirror,233,262
12954,3,feelalive,rocketcityriot,popkiller,59,88
12958,3,feelalive,rocketcityriot,popkiller,175,204
12959,3,feelalive,rocketcityriot,popkiller,204,233
12961,3,fescobalditoccataviifromlibroprimo1615,musicofthespheres,thefantastics,30,59
12962,3,fescobalditoccataviifromlibroprimo1615,musicofthespheres,thefantastics,59,88
12963,3,fescobalditoccataviifromlibroprimo1615,musicofthespheres,thefantastics,88,117
12964,3,fescobalditoccataviifromlibroprimo1615,musicofthespheres,thefantastics,117,146
12965,3,fescobalditoccataviifromlibroprimo1615,musicofthespheres,thefantastics,146,175
12969,3,fescobalditoccataviifromlibroprimo1615,musicofthespheres,thefantastics,262,291
12970,3,fillmeup,beight,fileinrhythm,0,29
12973,3,fillmeup,beight,fileinrhythm,88,117
12974,3,fillmeup,beight,fileinrhythm,117,146
12976,3,fillmeup,beight,fileinrhythm,175,204
12979,3,finalevivacetrio1incmajor,laurelzuckerandfriends,haydnlondontriosanddivertimentos,59,88
12980,3,finalevivacetrio1incmajor,laurelzuckerandfriends,haydnlondontriosanddivertimentos,88,117
12984,3,firstlove,monoide,zeitpunkt,88,117
12986,3,firstlove,monoide,zeitpunkt,146,175
12988,3,firstlove,monoide,zeitpunkt,204,233
12989,3,firstlove,monoide,zeitpunkt,233,262
12990,3,firstlove,monoide,zeitpunkt,262,291
12991,3,firstlove,monoide,zeitpunkt,291,320
12992,3,firstlove,monoide,zeitpunkt,320,349
12997,3,fivestarfall,fivestarfall,automaticordinary,30,59
12998,3,fivestarfall,fivestarfall,automaticordinary,59,88
13001,3,fivestarfall,fivestarfall,automaticordinary,146,175
13002,3,fivestarfall,fivestarfall,automaticordinary,175,204
13007,3,fixingmybrain,bradsucks,idontknowwhatimdoing,88,117
13008,3,fixingmybrain,bradsucks,idontknowwhatimdoing,117,146
13011,3,fixingmybrain,bradsucks,idontknowwhatimdoing,204,233
13014,3,followustoearth,psychetropic,chinaradiosunshine,59,88
13015,3,followustoearth,psychetropic,chinaradiosunshine,88,117
13019,3,followustoearth,psychetropic,chinaradiosunshine,204,233
13021,3,followustoearth,psychetropic,chinaradiosunshine,262,291
13025,3,forestallingthemorningnknegnitsky,monksandchoirsofkievpechersklavra,chantsoftherussianorthodoxchurch,88,117
13028,3,forever,lizzi,loveandyouandi,59,88
13030,3,forever,lizzi,loveandyouandi,117,146
13036,3,fortunelaisseattaingnant,edwardmartin,artoftheluteinrenaissancefrance,59,88
13037,3,fortunelaisseattaingnant,edwardmartin,artoftheluteinrenaissancefrance,88,117
13038,3,fountainstreetqburnsabstractmessagemix,mercymachine,inyourbedtheremixes,0,29
13039,3,fountainstreetqburnsabstractmessagemix,mercymachine,inyourbedtheremixes,30,59
13041,3,fountainstreetqburnsabstractmessagemix,mercymachine,inyourbedtheremixes,88,117
13042,3,fountainstreetqburnsabstractmessagemix,mercymachine,inyourbedtheremixes,117,146
13044,3,fountainstreetqburnsabstractmessagemix,mercymachine,inyourbedtheremixes,175,204
13045,3,fountainstreetqburnsabstractmessagemix,mercymachine,inyourbedtheremixes,204,233
13050,3,frankensteingirl,jackalopes,jacksploitation,88,117
13051,3,frankensteingirl,jackalopes,jacksploitation,117,146
13053,3,freak,thebots,nowisthetime,0,29
13057,3,freak,thebots,nowisthetime,117,146
13059,3,freak,thebots,nowisthetime,175,204
13060,3,freak,thebots,nowisthetime,204,233
13061,3,fromlove2wickedallstars,djcary,powersynths,0,29
13062,3,fromlove2wickedallstars,djcary,powersynths,30,59
13063,3,fromlove2wickedallstars,djcary,powersynths,59,88
13065,3,fromlove2wickedallstars,djcary,powersynths,117,146
13067,3,fromlove2wickedallstars,djcary,powersynths,175,204
13068,3,fromlove2wickedallstars,djcary,powersynths,204,233
13070,3,fua,soulprint,inspiteofitall,30,59
13071,3,fua,soulprint,inspiteofitall,59,88
13073,3,fua,soulprint,inspiteofitall,117,146
13075,3,fua,soulprint,inspiteofitall,175,204
13076,3,fua,soulprint,inspiteofitall,204,233
13080,3,fugaingbuxtehude,janinejohnson,germankeyboardmasters,59,88
13081,3,fugaingbuxtehude,janinejohnson,germankeyboardmasters,88,117
13082,3,fugaingbuxtehude,janinejohnson,germankeyboardmasters,117,146
13085,3,fullcycle,clairefitch,ambiencellistpartii,30,59
13087,3,fullcycle,clairefitch,ambiencellistpartii,88,117
13091,3,fullcycle,clairefitch,ambiencellistpartii,204,233
13094,3,fullcycle,clairefitch,ambiencellistpartii,291,320
13095,3,fullcycle,clairefitch,ambiencellistpartii,320,349
13096,3,fullcycle,clairefitch,ambiencellistpartii,349,378
13097,3,fullcycle,clairefitch,ambiencellistpartii,378,407
13100,3,funkylectro,stargarden,musicformodernlistening,30,59
13103,3,funkylectro,stargarden,musicformodernlistening,117,146
13105,3,giveittoyou,novaexpress,gimmesome,0,29
13106,3,giveittoyou,novaexpress,gimmesome,30,59
13108,3,giveittoyou,novaexpress,gimmesome,88,117
13109,3,giveittoyou,novaexpress,gimmesome,117,146
13110,3,giveyouup,yongen,yellohaus,0,29
13115,3,giveyouup,yongen,yellohaus,146,175
13116,3,giveyouup,yongen,yellohaus,175,204
13120,3,goldenthreads,paulavgerinos,skyofgrace,0,29
13121,3,goldenthreads,paulavgerinos,skyofgrace,30,59
13123,3,goldenthreads,paulavgerinos,skyofgrace,88,117
13127,3,goliaths,lisadebenedictis,fruitless,0,29
13130,3,goliaths,lisadebenedictis,fruitless,88,117
13135,3,goodfornothing,electricfrankenstein,deadandback,0,29
13136,3,goodfornothing,electricfrankenstein,deadandback,30,59
13137,3,goodfornothing,electricfrankenstein,deadandback,59,88
13138,3,goodfornothing,electricfrankenstein,deadandback,88,117
13139,3,goodfornothing,electricfrankenstein,deadandback,117,146
13142,3,goodfornothing,electricfrankenstein,deadandback,204,233
13146,3,graceinspace,stargarden,stepoff,59,88
13147,3,graceinspace,stargarden,stepoff,88,117
13148,3,graceinspace,stargarden,stepoff,117,146
13150,3,graceinspace,stargarden,stepoff,175,204
13151,3,graceinspace,stargarden,stepoff,204,233
13153,3,graceinspace,stargarden,stepoff,262,291
13154,3,graceinspace,stargarden,stepoff,291,320
13155,3,graceinspace,stargarden,stepoff,320,349
13158,3,graceinspace,stargarden,stepoff,407,436
13159,3,graceinspace,stargarden,stepoff,436,465
13160,3,graceinspace,stargarden,stepoff,465,494
13162,3,graceinspace,stargarden,stepoff,523,552
13163,3,graceinspace,stargarden,stepoff,552,581
13164,3,graceinspace,stargarden,stepoff,581,610
13165,3,graceinspace,stargarden,stepoff,610,639
13167,3,guinevere,jeffwahl,guinevere,0,29
13168,3,guinevere,jeffwahl,guinevere,30,59
13169,3,guinevere,jeffwahl,guinevere,59,88
13173,3,guinevere,jeffwahl,guinevere,175,204
13174,3,guinevere,jeffwahl,guinevere,204,233
13175,3,guinevere,jeffwahl,guinevere,233,262
13176,3,guinevere,jeffwahl,guinevere,262,291
13180,3,gvgh,strojovna07,iii,59,88
13181,3,gvgh,strojovna07,iii,88,117
13182,3,gvgh,strojovna07,iii,117,146
13183,3,gvgh,strojovna07,iii,146,175
13184,3,gvgh,strojovna07,iii,175,204
13186,3,gvgh,strojovna07,iii,233,262
13187,3,gvgh,strojovna07,iii,262,291
13188,3,haiku,solace,balance,0,29
13189,3,haiku,solace,balance,30,59
13191,3,haiku,solace,balance,88,117
13193,3,haiku,solace,balance,146,175
13194,3,haiku,solace,balance,175,204
13195,3,haiku,solace,balance,204,233
13196,3,haiku,solace,balance,233,262
13197,3,handeltriosonataop5no4ingmajorgigueminuetgigue,brookstreetband,handeloxfordwatermusic,0,29
13198,3,handeltriosonataop5no4ingmajorgigueminuetgigue,brookstreetband,handeloxfordwatermusic,30,59
13201,3,handeltriosonataop5no4ingmajorgigueminuetgigue,brookstreetband,handeloxfordwatermusic,117,146
13205,3,hawk,touchinggrace,submission,30,59
13206,3,hawk,touchinggrace,submission,59,88
13207,3,hawk,touchinggrace,submission,88,117
13208,3,hawk,touchinggrace,submission,117,146
13210,3,hawk,touchinggrace,submission,175,204
13211,3,hawk,touchinggrace,submission,204,233
13212,3,hawk,touchinggrace,submission,233,262
13214,3,hawk,touchinggrace,submission,291,320
13215,3,hawk,touchinggrace,submission,320,349
13216,3,hawk,touchinggrace,submission,349,378
13219,3,hawk,touchinggrace,submission,436,465
13221,3,heaveninyourheart,liquidzen,oscilloscope,0,29
13223,3,heaveninyourheart,liquidzen,oscilloscope,59,88
13225,3,heaveninyourheart,liquidzen,oscilloscope,117,146
13226,3,heaveninyourheart,liquidzen,oscilloscope,146,175
13227,3,heaveninyourheart,liquidzen,oscilloscope,175,204
13228,3,heaveninyourheart,liquidzen,oscilloscope,204,233
13229,3,heaveninyourheart,liquidzen,oscilloscope,233,262
13231,3,heyheyhey,burnsheethornside,bluesandmisc,30,59
13234,3,heyheyhey,burnsheethornside,bluesandmisc,117,146
13236,3,heyheyhey,burnsheethornside,bluesandmisc,175,204
13237,3,homage,jamisieber,hiddensky,0,29
13238,3,homage,jamisieber,hiddensky,30,59
13239,3,homage,jamisieber,hiddensky,59,88
13240,3,hopethrowndown,fallingyou,touch,0,29
13241,3,hopethrowndown,fallingyou,touch,30,59
13243,3,hopethrowndown,fallingyou,touch,88,117
13247,3,hopethrowndown,fallingyou,touch,204,233
13248,3,houseboats,abastructure,epic,0,29
13249,3,houseboats,abastructure,epic,30,59
13250,3,houseboats,abastructure,epic,59,88
13251,3,houseboats,abastructure,epic,88,117
13252,3,houseboats,abastructure,epic,117,146
13253,3,houseboats,abastructure,epic,146,175
13255,3,houseboats,abastructure,epic,204,233
13256,3,houseboats,abastructure,epic,233,262
13257,3,houseboats,abastructure,epic,262,291
13258,3,houseboats,abastructure,epic,291,320
13259,3,houseboats,abastructure,epic,320,349
13260,3,houseboats,abastructure,epic,349,378
13261,3,houseboats,abastructure,epic,378,407
13263,3,houseboats,abastructure,epic,436,465
13265,3,houseboats,abastructure,epic,494,523
13266,3,houseboats,abastructure,epic,523,552
13269,3,howmanyofyouunderstand,rapoon,whatdoyousuppose,30,59
13272,3,howmanyofyouunderstand,rapoon,whatdoyousuppose,117,146
13273,3,howmanyofyouunderstand,rapoon,whatdoyousuppose,146,175
13277,3,hoydhoyjune,theheadroomproject,ciriadoro,59,88
13279,3,hoydhoyjune,theheadroomproject,ciriadoro,117,146
13280,3,hoydhoyjune,theheadroomproject,ciriadoro,146,175
13285,3,huzamkamelieriko,sherefe,opium,30,59
13286,3,huzamkamelieriko,sherefe,opium,59,88
13287,3,huzamkamelieriko,sherefe,opium,88,117
13289,3,huzamkamelieriko,sherefe,opium,146,175
13291,3,huzamkamelieriko,sherefe,opium,204,233
13295,3,huzamkamelieriko,sherefe,opium,320,349
13297,3,huzamkamelieriko,sherefe,opium,378,407
13299,3,huzamkamelieriko,sherefe,opium,436,465
13300,3,hypnohypnospheremixsensorii,artemis,orbits,0,29
13301,3,hypnohypnospheremixsensorii,artemis,orbits,30,59
13302,3,hypnohypnospheremixsensorii,artemis,orbits,59,88
13303,3,hypnohypnospheremixsensorii,artemis,orbits,88,117
13305,3,hypnohypnospheremixsensorii,artemis,orbits,146,175
13308,3,ilovehertopieces,pizzle,partypatrol,0,29
13309,3,ilovehertopieces,pizzle,partypatrol,30,59
13310,3,inevergotthesyllabus,clayne,potemkinvillages,0,29
13311,3,inevergotthesyllabus,clayne,potemkinvillages,30,59
13313,3,inevergotthesyllabus,clayne,potemkinvillages,88,117
13315,3,inevergotthesyllabus,clayne,potemkinvillages,146,175
13316,3,inevergotthesyllabus,clayne,potemkinvillages,175,204
13318,3,inevergotthesyllabus,clayne,potemkinvillages,233,262
13319,3,idmisstheclouds,tompaul,thereisnomap,0,29
13320,3,idmisstheclouds,tompaul,thereisnomap,30,59
13321,3,idmisstheclouds,tompaul,thereisnomap,59,88
13322,3,idmisstheclouds,tompaul,thereisnomap,88,117
13328,3,ichweissnitwaserihrverbiess,farallonrecorderquartet,ludwigsenfl,0,29
13329,3,ichweissnitwaserihrverbiess,farallonrecorderquartet,ludwigsenfl,30,59
13330,3,ichweissnitwaserihrverbiess,farallonrecorderquartet,ludwigsenfl,59,88
13331,3,ifthiswereamovie,tripwamsley,itsbetterthisway,0,29
13336,3,ifthiswereamovie,tripwamsley,itsbetterthisway,146,175
13337,3,ifthiswereamovie,tripwamsley,itsbetterthisway,175,204
13339,3,ifthiswereamovie,tripwamsley,itsbetterthisway,233,262
13341,3,if,etherine,gleam,0,29
13342,3,if,etherine,gleam,30,59
13343,3,if,etherine,gleam,59,88
13345,3,if,etherine,gleam,117,146
13346,3,if,etherine,gleam,146,175
13348,3,if,etherine,gleam,204,233
13351,3,illusionbedrockmix,kenjiwilliams,facesofepiphany,30,59
13353,3,illusionbedrockmix,kenjiwilliams,facesofepiphany,88,117
13355,3,illusionbedrockmix,kenjiwilliams,facesofepiphany,146,175
13356,3,illusionbedrockmix,kenjiwilliams,facesofepiphany,175,204
13360,3,illusionbedrockmix,kenjiwilliams,facesofepiphany,291,320
13362,3,illusionbedrockmix,kenjiwilliams,facesofepiphany,349,378
13363,3,illusionbedrockmix,kenjiwilliams,facesofepiphany,378,407
13365,3,illusionbedrockmix,kenjiwilliams,facesofepiphany,436,465
13366,3,illusionbedrockmix,kenjiwilliams,facesofepiphany,465,494
13367,3,illusionbedrockmix,kenjiwilliams,facesofepiphany,494,523
13368,3,illusionbedrockmix,kenjiwilliams,facesofepiphany,523,552
13369,3,illusionbedrockmix,kenjiwilliams,facesofepiphany,552,581
13371,3,illusionbedrockmix,kenjiwilliams,facesofepiphany,610,639
13372,3,illusionbedrockmix,kenjiwilliams,facesofepiphany,639,668
13373,3,illusionbedrockmix,kenjiwilliams,facesofepiphany,668,697
13375,3,in1671,graysonwray,picassosdream,0,29
13376,3,in1671,graysonwray,picassosdream,30,59
13377,3,in1671,graysonwray,picassosdream,59,88
13378,3,in1671,graysonwray,picassosdream,88,117
13382,3,indarknessletmedwelljohndowland,edwardmartinandwilliambastian,virtuesandvices,0,29
13383,3,indarknessletmedwelljohndowland,edwardmartinandwilliambastian,virtuesandvices,30,59
13384,3,indarknessletmedwelljohndowland,edwardmartinandwilliambastian,virtuesandvices,59,88
13385,3,indarknessletmedwelljohndowland,edwardmartinandwilliambastian,virtuesandvices,88,117
13386,3,indarknessletmedwelljohndowland,edwardmartinandwilliambastian,virtuesandvices,117,146
13387,3,indarknessletmedwelljohndowland,edwardmartinandwilliambastian,virtuesandvices,146,175
13391,3,inthe60slovewascool,burnsheethornside,theartofnotblendingin,0,29
13393,3,inthe60slovewascool,burnsheethornside,theartofnotblendingin,59,88
13394,3,inthe60slovewascool,burnsheethornside,theartofnotblendingin,88,117
13396,3,inthe60slovewascool,burnsheethornside,theartofnotblendingin,146,175
13398,3,inthemiddlebeight,variousartists,the2007magnatunerecordssampler,0,29
13401,3,inthemiddlebeight,variousartists,the2007magnatunerecordssampler,88,117
13403,3,inthemiddlebeight,variousartists,the2007magnatunerecordssampler,146,175
13405,3,innerchild,falik,dreamsfromthemachine,0,29
13406,3,innerchild,falik,dreamsfromthemachine,30,59
13409,3,innerchild,falik,dreamsfromthemachine,117,146
13410,3,innerchild,falik,dreamsfromthemachine,146,175
13411,3,innerchild,falik,dreamsfromthemachine,175,204
13412,3,innerchild,falik,dreamsfromthemachine,204,233
13413,3,innerchild,falik,dreamsfromthemachine,233,262
13414,3,innerchild,falik,dreamsfromthemachine,262,291
13418,3,innigdavidsbundlertanzeop6,leonmccawley,cd1schumannpianomusic,59,88
13422,3,intimatehour,norinebraun,nowandzen,59,88
13423,3,intimatehour,norinebraun,nowandzen,88,117
13426,3,intimatehour,norinebraun,nowandzen,175,204
13427,3,intimatehour,norinebraun,nowandzen,204,233
13429,3,intimate,humanresponse,delirious,0,29
13430,3,intimate,humanresponse,delirious,30,59
13431,3,intimate,humanresponse,delirious,59,88
13432,3,intimate,humanresponse,delirious,88,117
13433,3,intimate,humanresponse,delirious,117,146
13437,3,intimate,humanresponse,delirious,233,262
13440,3,inventionno1,glenbledsoe,upanddown,0,29
13443,3,inventionno1,glenbledsoe,upanddown,88,117
13444,3,inventionno1,glenbledsoe,upanddown,117,146
13445,3,inventionno1,glenbledsoe,upanddown,146,175
13446,3,inventionno1,glenbledsoe,upanddown,175,204
13447,3,inventionno1,glenbledsoe,upanddown,204,233
13449,3,ivobeneanonc14thitaly,mediva,vivamediva,30,59
13450,3,ivobeneanonc14thitaly,mediva,vivamediva,59,88
13451,3,ivobeneanonc14thitaly,mediva,vivamediva,88,117
13452,3,ivobeneanonc14thitaly,mediva,vivamediva,117,146
13453,3,ivobeneanonc14thitaly,mediva,vivamediva,146,175
13454,3,ivobeneanonc14thitaly,mediva,vivamediva,175,204
13455,3,ivobeneanonc14thitaly,mediva,vivamediva,204,233
13457,3,jinglebells,anup,embrace,30,59
13458,3,jinglebells,anup,embrace,59,88
13462,3,jinglebells,anup,embrace,175,204
13463,3,jinglebells,anup,embrace,204,233
13467,3,joglaresaorturumvirentium,magnatune,classical,30,59
13468,3,johannchristianbachconcertoineflatop7no51770,sonnerie,worldsfirstpianoconcertos,0,29
13469,3,johannchristianbachconcertoineflatop7no51770,sonnerie,worldsfirstpianoconcertos,30,59
13474,3,jota,richardsavino,murciadanzaydiferencias,0,29
13476,3,jota,richardsavino,murciadanzaydiferencias,59,88
13479,3,joytothepersonofmylove,pantagruel,elizium,30,59
13480,3,joytothepersonofmylove,pantagruel,elizium,59,88
13481,3,joytothepersonofmylove,pantagruel,elizium,88,117
13482,3,joytothepersonofmylove,pantagruel,elizium,117,146
13487,3,joytothepersonofmylove,pantagruel,elizium,262,291
13492,3,justlikebefore,rootsofrebellion,surfacing,88,117
13494,3,justlikebefore,rootsofrebellion,surfacing,146,175
13496,3,justlikebefore,rootsofrebellion,surfacing,204,233
13497,3,justlikeyourmom,electricfrankenstein,conquerstheworld,0,29
13499,3,justlikeyourmom,electricfrankenstein,conquerstheworld,59,88
13500,3,justlikeyourmom,electricfrankenstein,conquerstheworld,88,117
13503,3,kalimbaandudu,christopherofthewolves,welcomeom,30,59
13507,3,kalimbaandudu,christopherofthewolves,welcomeom,146,175
13508,3,kalimbaandudu,christopherofthewolves,welcomeom,175,204
13509,3,kalimbaandudu,christopherofthewolves,welcomeom,204,233
13510,3,kalimbaandudu,christopherofthewolves,welcomeom,233,262
13511,3,karmicdogs,mountainmirrors,mountainmirrors,0,29
13512,3,karmicdogs,mountainmirrors,mountainmirrors,30,59
13513,3,karmicdogs,mountainmirrors,mountainmirrors,59,88
13514,3,karmicdogs,mountainmirrors,mountainmirrors,88,117
13516,3,karmicdogs,mountainmirrors,mountainmirrors,146,175
13517,3,karmicdogs,mountainmirrors,mountainmirrors,175,204
13522,3,kingdubby,burningbabylon,knivestothetreble,30,59
13526,3,kingdubby,burningbabylon,knivestothetreble,146,175
13529,3,krystaldeathshorizon,skitzo,hellavatormusick,0,29
13531,3,krystaldeathshorizon,skitzo,hellavatormusick,59,88
13533,3,krystaldeathshorizon,skitzo,hellavatormusick,117,146
13539,3,krystaldeathshorizon,skitzo,hellavatormusick,291,320
13543,3,kyochoshi,tilopa,kyotakulive,88,117
13548,3,kyochoshi,tilopa,kyotakulive,233,262
13549,3,kyochoshi,tilopa,kyotakulive,262,291
13555,3,linfidelesuitesarabande,paulberget,slweisson11strings,0,29
13556,3,linfidelesuitesarabande,paulberget,slweisson11strings,30,59
13561,3,linfidelesuitesarabande,paulberget,slweisson11strings,175,204
13563,3,linfidelesuitesarabande,paulberget,slweisson11strings,233,262
13567,3,latarantolauccellini,altristromenti,uccellini,88,117
13569,3,lachrymaepavanjohndowlandsetbywilliamrandall,junghaekim,thevirginalists,0,29
13570,3,lachrymaepavanjohndowlandsetbywilliamrandall,junghaekim,thevirginalists,30,59
13571,3,lachrymaepavanjohndowlandsetbywilliamrandall,junghaekim,thevirginalists,59,88
13572,3,lachrymaepavanjohndowlandsetbywilliamrandall,junghaekim,thevirginalists,88,117
